index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_note,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
2288,AT.E.0021,Aldo foundation,,Univ. of Western Ontorio,,12/02/2015,Moondial,Performance - Moondial,,,,"The program was originally inspired by the dancer Beverly Schmidt to include improvisational dance, sound and projected hand painted film and slides (lumagrams). Aldo designed a very simple costume for the dancer made out of clear transparent plastic.  Silver discs were pinned all over the plastic costume so that they would shine and shimmer under the light as the dancer moved.  Her headpiece was designed to move as a mobile. 
 
Aldo created an original set of 160 hand made slides (lumagrams) which were projected from two carousel projectors.  These slides all had a black circle split down the middle leaving a band of light in the center.  The dancer used the black space and the light area to improvise movement in and out of the light.  She also used a big loop to create the image of a circle within a circle. The projectors were hand-held and moved in a circular motion seen on the screen and on the dancer.  At one point a 16mm film, from the “Black Film Series,” added a faster kinetic movement.  The sound consisted of an intense improvisation of drums, upright bass, or amplified cello depending on the performance.
",,Electromedia,,,,,,,,,,,,,,,
2289,AT.E.0022,Aldo foundation,,TATE Modern,,12/02/2015,Moondial,Performance - Moondial,,,,"The program was originally inspired by the dancer Beverly Schmidt to include improvisational dance, sound and projected hand painted film and slides (lumagrams). Aldo designed a very simple costume for the dancer made out of clear transparent plastic.  Silver discs were pinned all over the plastic costume so that they would shine and shimmer under the light as the dancer moved.  Her headpiece was designed to move as a mobile. 
 
Aldo created an original set of 160 hand made slides (lumagrams) which were projected from two carousel projectors.  These slides all had a black circle split down the middle leaving a band of light in the center.  The dancer used the black space and the light area to improvise movement in and out of the light.  She also used a big loop to create the image of a circle within a circle. The projectors were hand-held and moved in a circular motion seen on the screen and on the dancer.  At one point a 16mm film, from the “Black Film Series,” added a faster kinetic movement.  The sound consisted of an intense improvisation of drums, upright bass, or amplified cello depending on the performance.
",,Electromedia,,,,,,,,,,,,,,,
2290,AT.E.0024,Aldo foundation,,Montreal,,12/02/2015,Moondial,Performance - Moondial,,,,"The program was originally inspired by the dancer Beverly Schmidt to include improvisational dance, sound and projected hand painted film and slides (lumagrams). Aldo designed a very simple costume for the dancer made out of clear transparent plastic.  Silver discs were pinned all over the plastic costume so that they would shine and shimmer under the light as the dancer moved.  Her headpiece was designed to move as a mobile. 
 
Aldo created an original set of 160 hand made slides (lumagrams) which were projected from two carousel projectors.  These slides all had a black circle split down the middle leaving a band of light in the center.  The dancer used the black space and the light area to improvise movement in and out of the light.  She also used a big loop to create the image of a circle within a circle. The projectors were hand-held and moved in a circular motion seen on the screen and on the dancer.  At one point a 16mm film, from the “Black Film Series,” added a faster kinetic movement.  The sound consisted of an intense improvisation of drums, upright bass, or amplified cello depending on the performance.
",,Electromedia,,,,,,,,,,,,,,,
2291,AT.E.0030,Aldo foundation,,Montreal-42nd Festival Nouveau Cinema,,12/05/2015,Moondial,Performance - Moondial,video,10/05/2013,,,,,,,,,,,,,,,,,,,
2292,AT.E.0031,Aldo foundation,,,,12/05/2015,Moondial,Performance - Moondial,Program,,,,,,,,,,,,,,,,,,,,
2293,AT.P 0774,Aldo foundation,,,,01/21/2016,tTo Black I  Bring  the Light,poetry Poster,Poster,c 1961,ink on poster paper,,,,,,,,,,,,,,,,,,
2294,AT.P.0339,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB ,Enveloped by Black,,1964,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2295,AT.P.0344,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2296,AT.P.0355,Aldo foundation,,shelf 5 box4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2297,AT.P.0366,Aldo foundation,,shelf 5 box4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2298,AT.P.0354,Aldo foundation,,shelf 5 box4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2299,AT.P.0363,Aldo foundation,,shelf 5 box4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2300,AT.P.0362,Aldo foundation,,shelf 5 box4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2301,AT.P.0361,Aldo foundation,,shelf 5 box4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2302,AT.P.0348,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,,,,,,,,,,,,,,,,
2303,AT.P.0360,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,,,,,,,,,,,,,,,,
2304,AT.P.0349,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2305,AT.P.0359,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2306,AT.P.0351,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2307,AT.P.0350,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2308,AT.P.0347,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2309,AT.P.0345,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2310,AT.P.0343,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2311,AT.P.0340,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2312,AT.P.0341,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2313,AT.P.0342,Aldo foundation,,shelf 5 box 4,,04/25/2016,EbB,Enveloped by Black,,,duco and sand on paper,,,Painting,35,35,,,,,,,,,,,,,
2314,AT.P.3001,Aldo foundation,"Framed
Belonging to Anna",,,01/20/2017,On Becoming 1,On Becoming,,1962,Paper and printers ink on cardboard,,,,,,,,,,,,,,,,,,
2315,"AT.P.3004
",Aldo foundation,"Framed
Gifted to John Wronoski",,,01/20/2017,On Becoming 6,On Becoming,,1962,Paper with printers ink and cut outs,,,,,,,,,,,,,,,,,,
2316,AT.P.3003,Aldo foundation,framed,,,01/20/2017,On Becoming 3,On Becoming ,,1962,acrylic and printers ink with cuts on paper,,,,30,42,,,,,,,,,,,,,
2317,AT.P.3002,Aldo foundation,Framed,,,01/20/2017,On Becoming 2,On Becoming,,1962,Acrylic and paper on paper with cuts,,,,29,48,,,,,,,,,,,,,
2318,AT.P.2731,Aldo foundation,"Loan to central booking 21 ludlow, NY
Feb 9th-26th 2017
",,,01/27/2017,,Destruction I,,1988,wax and graphite on paper,Signed,"Framed, frame dimention: 19"" x 24""",Painting,14,20,,,,"remote:Destruction 1989.JPG
size:640,480
JPEG:Destruction 1989_8.jpg",,,,,,,,,
2319,"AT.P.0726
",Aldo foundation,,,,,,,,"August 22, 1963",Inida Ink on Paper,,,,20,20,,,,"remote:AT.P.0726.JPG
size:4912,2760
DPI:350
JPEG:AT.P.0726_8.jpg",,,,,,,,,
2320,AT.P.0727,Aldo foundation,,,,02/06/2017,,,,"August 22, 1963",India Ink on Paper,,,,20,20,,,,"remote:AT.P.0727.JPG
size:2760,4912
DPI:350
JPEG:AT.P.0727_8.jpg",,,,,,,,,
2321,AT.P.3007,Aldo foundation,verso: 2106,"rack 14, shelf 2",10000,04/12/2017,,To Be Enveloped By Black II,,circa '62,duco with oil stick,,,,19,25,,,,,,,,,,,,,
2322,AT.P.3008,Aldo foundation,verso: 2104,"rack 14, shelf 2",10000,04/12/2017,,To Be Enveloped By Black II,,circa '62,duco with oil stick,,,,19,25,,,,,,,,,,,,,
2323,AT.P.3009,Aldo foundation,verso: 2105,"rack 14, shelf 2",10000,04/12/2017,,To Be Enveloped By Black II,,May 3 '62,duco with oil stick,"A.Tambellini May 3, '62",,,19,25,,,,,,,,,,,,,
2324,AT.P.3010,Aldo foundation,verso: 2102,"rack 14, shelf 2",10000,04/12/2017,,To Be Enveloped By Black II,,May 3 '62,duco with oil stick,"I - May 3, '62",,,19,25,,,,,,,,,,,,,
2325,AT.P.3011,Aldo foundation,verso: 2103,"rack 14, shelf 2",10000,04/12/2017,,To Be Enveloped By Black II,,May 3 '62,duco with oil stick,"A. Tambellini II - May 3, '62",,,19,25,,,,,,,,,,,,,
2326,AT.B.0001,Aldo foundation,,Rack 16,,,,Box of 24 videograms,,ca. 1969,Videogram on photographic paper.,,,Videograms,10,8,,,,"remote:IMG_4150.JPG
size:3264,2448
JPEG:IMG_4150_8.jpg",,,,,,,,,
2327,AT.PH.0065,Aldo foundation,,Rack 16,,05/12/2017,Self Portrait,Videograms,,ca. 1968/1969,Photograph of TV used for AT.PH.0053,,,Photography,14,17,,,,,,,,,,,,,
2328,AT.PH.0066,Aldo foundation,Donated to Rose Art Museum,Rack 16,,05/12/2017,Videogram 2 '69,Videograms,,ca 1969,Photograph of Donated Videogram,,,Photography,11,17,,,,,,,,,,,,,
2329,AT.PH.0067,Aldo foundation,Donated to Rose Art Museum,Rack 16,,05/12/2017,Videogram 3 '68,Videograms,,ca 1969,Photograph of Donated Videogram,,,Photography,11,17,,,,,,,,,,,,,
2330,AT.B.0002,Aldo foundation,,,,,,"Box of assorted audio media: cassette, reel to reel, cd, etc",,,,,,,,,,,,"remote:IMG_4143.JPG
size:3264,2448
JPEG:IMG_4143_8.jpg",,,,,,,,,
2331,AT.B.0003,Aldo foundation,,,,,,"Box of assorted video media: DVD, DV, VHS, etc.",,,,,,,,,,,,"remote:IMG_4144.JPG
size:3264,2448
JPEG:IMG_4144_8.jpg","remote:IMG_4145.JPG
size:3264,2448
JPEG:IMG_4145_8.jpg",,,,,,,,
2332,AT.B.0004,Aldo foundation,,,,,,Box of assorted Notebooks,,,,,,,,,,,,"remote:IMG_4132.JPG
size:3264,2448
JPEG:IMG_4132_8.jpg","remote:IMG_4133.JPG
size:3264,2448
JPEG:IMG_4133_8.jpg",,,,,,,,
2333,AT.B.0005,Aldo foundation,,,,,,Box of assorted portfolios,,,,,,,,,,,,"remote:IMG_4141.JPG
size:3264,2448
JPEG:IMG_4141_8.jpg","remote:IMG_4142.JPG
size:3264,2448
JPEG:IMG_4142_8.jpg",,,,,,,,
2334,AT.B.0006,Aldo foundation,,,,,,Group of 5 plastic bins containing photographs,,,,,,,,,,,,"remote:IMG_4147.JPG
size:3264,2448
JPEG:IMG_4147_8.jpg",,,,,,,,,
2335,AT.B.0007,Aldo foundation,,,,,,"Shelf containing assorted boxes of photographes, framed and loose photographs",,,,,,,,,,,,"remote:IMG_4146.JPG
size:2448,3264
JPEG:IMG_4146_8.jpg",,,,,,,,,
2336,AT.B.0008,Aldo foundation,,,,,,Shelf containing 00 assorted boxes of poetry,,,,,,,,,,,,"remote:IMG_4148.JPG
size:2448,3264
JPEG:IMG_4148_8.jpg",,,,,,,,,
2337,AT.B.0009,Aldo foundation,,,,,,Box containing visual poems,,,,,,,,,,,,"remote:IMG_4149.JPG
size:2448,3264
JPEG:IMG_4149_8.jpg",,,,,,,,,
2338,AT.B.0010,Aldo foundation,,,,,,Box containing photocopies of visual poems,,,,,,,,,,,,"remote:IMG_4151.JPG
size:3264,2448
JPEG:IMG_4151_8.jpg",,,,,,,,,
2339,AT.B.0011,Aldo foundation,,,,,,Box containing assorted Juvenalia/Early works,,,,,,,,,,,,"remote:IMG_4152.JPG
size:3264,2448
JPEG:IMG_4152_8.jpg","remote:IMG_4153.JPG
size:3264,2448
JPEG:IMG_4153_8.jpg",,,,,,,,
2340,AT.B.0012,Aldo foundation,,,,,,"Shelf containing 12 boxes of misc. flyers, catalogs, assorted exhibition ephemera",,,,,,,,,,,,"remote:IMG_4177.JPG
size:2448,3264
JPEG:IMG_4177_8.jpg",,,,,,,,,
2341,AT.B.0013,Aldo foundation,,,,,,Shelf containing 11 boxes of MIT materials and assorted writings,,,,,,,,,,,,"remote:IMG_4178.JPG
size:2448,3264
JPEG:IMG_4178_8.jpg",,,,,,,,,
2342,AT.B.0014,Aldo foundation,,,,,,Shelf containing boxes of Sarah's material and assorted audio-visual  media,,,,,,,,,,,,"remote:IMG_4179.JPG
size:2448,3264
JPEG:IMG_4179_8.jpg",,,,,,,,,
2343,AT.P,Aldo foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,AT.P.0011,Anna,Gifted to Anna,Rack 3,,05/09/2013,B-4, Black Energy Suspended Series,,,acrylic on bleached  architectural paper,"Recto: LR ""Aldo Tambellini '89"" ",,Painting,30,40,,,,,,,,,,,,,
2345,AT.P.0015,Anna,"Gifted to Anna, SOLD JCG",Rack 4,,05/09/2013,E-7, Black Energy suspended Series,,,acrylic on architectural paper with incisions,"Recto: LR ""Aldo Tambellini '89"" ",,Painting,30,42,,,,,,,,,,,,,
2346,AT.P.0017,Anna,"Gifted to Anna, JCG",Rack 5,,05/09/2013,A-410, Black Energy Suspended Series,,,acrylic on architectural paper,"Recto: LR ""Aldo Tambellini '89"" ",,Painting,30,42,,,,,,,,,,,,,
2347,AT.P.0018,Anna,"Gifted to Anna, JCG",Rack 5,,05/09/2013,A-5,Black Energy Suspended Series,,,acrylic on architectural paper,"Recto: LR ""Aldo Tambellini '89"" ",,Painting,30,42,,,,,,,,,,,,,
2348,AT.P.0021,Anna, Gifted to Anna    ZKM Exhibit,Rack 5,,05/09/2013,Arriving is a Point of Never Arriving, Manifesto Series,,,acrylic on paper,"UL: ""Summer 61 Arriving is a Point of Never Arriving"" UR:""The arrival is at the constant process of giving birth of not knowing"" LR"" arriving is a point of never arriving"" / ""Aldo Tambellini 1961""",,Painting,26,38,,,,,,,,,,,,,
2349,AT.P.0022,Anna,Gifted to Anna     ZKM Exhibit,Rack 5,,05/09/2013,We are Alone, Manifesto Series,,,acrylic on paper,"LR: ""We see the intimate structure of a plant / we feel the inconceivable structure of the universe / we need everything and everyone in the process of discovery."" / ""Then we are alone / Aldo Tambellini 1961""",,Painting,26,39,,,,,,,,,,,,,
2350,AT.P.0029,Anna,"Gifted to Anna, Inventing Downtown, JCG",Rack 6,,05/09/2013,We Are the Primitives of a New Era, Manifesto Series,,c 1961,"duco, acrylic, pencil on paper","UR: ""We are the primitives of a new era."" LR: ""Aldo Tambellini '61""",,Painting,25,30,,,,,,,,,,,,,
2351,AT.P.0032,Anna,"Gifted to Anna, JCG",Rack 7,,05/09/2013,EB-2, To Be Enveloped by Black,,,Duco on paper,"LR: ""Aldo Tambellini'61""",,Painting,23,,,,,,,,,,,,,,
2352,AT.P.0036,Anna,"Gifted to Anna, JCG",Rack 7,,05/09/2013,A-11, Suspended Series,,ca. 1989,graphite and acrylic on architecture paper,,,Painting,30,42,,,,"remote:AT.P.36.jpg
size:1632,1224
JPEG:AT.P.36_8.jpg",,,,,,,,,
2353,AT.P.0038,Anna,"Gifted to Anna, JCG",Rack 7,,05/09/2013,The Seed 13, The Black Seed of Cosmic Creation Series,,,Duco and graphite on paper,"LR: ""Aldo Tambellini Feb 19-62""",,Painting,25,19,,,,"remote:AT.P.38.jpg
size:1224,1632
JPEG:AT.P.38_8.jpg",,,,,,,,,
2354,AT.P.0045,Anna,Gifted to Anna,Rack 7,,05/09/2013,The Seed 1, The Black Seed of Cosmic Creation Series,,,Duco and sand on paper,"LR: ""Aldo Tambellini '61""",,Painting,26,26,,,,"remote:AT.P.45.jpg
size:1224,1632
JPEG:AT.P.45_8.jpg",,,,,,,,,
2355,AT.P.0046,Anna,"Gifted to Anna, JCG",Rack 7,,05/09/2013,The Seed 2, The Black Seed of Cosmic Creation Series,,,duco on paper,"LR: ""Aldo Tambellini '61""",,Painting,26,26,,,,,,,,,,,,,
2356,AT.P.0049,Anna,"Gifted to Anna, JCG",Rack 8,,05/16/2013,BS-6, Black Space Series,,ca. 1961-62,Duco  and sand on paper,,,Painting,26,,,,,"remote:AT.P.49.jpg
size:1632,1224
JPEG:AT.P.49_8.jpg",,,,,,,,,
2357,AT.P.0052,Anna,"Gifted to Anna, JCG",Rack 8,,05/16/2013,The Seed 4, The Black Seed of Cosmic Creation Series,,,duco and sand on paper,"LR: ""Aldo Tambellini 62""",,Painting,18,18,,,,,,,,,,,,,
2358,AT.P.0053,Anna,Gifted to Anna,Rack 8,,05/16/2013,Black ?, Black Is Series,,,Wax and graphite on cardboard,,,Painting,18,32,,,,"remote:AT.P.53.jpg
size:1632,1224
JPEG:AT.P.53_8.jpg",,,,,,,,,
2359,AT.P.0082,Anna,Gifted to Anna,"Rack 15, Shelf 0, Box 1",,05/16/2013,EB-29,To Be Enveloped by Black,,,Duco on paper,"Verso: UL: ""2284""",,Painting,23,,,,,,,,,,,,,,
2360,AT.P.0083,Anna,Gifted to Anna,"Rack 15, Shelf 0, Box 1",,05/16/2013,EB-30,To Be Enveloped by Black,,,Duco on paper,Verso: UL: 2278,,Painting,23,,,,,,,,,,,,,,
2361,AT.P.0084,Anna,Gifted to Anna,"Rack 15, Shelf 0, Box 1",,05/16/2013,EB-31,To Be Enveloped by Black,,,Duco on paper,"Verso: UL: ""2280""",,Painting,23,,,,,,,,,,,,,,
2362,AT.P.0085,Anna,Gifted to Anna,"Rack 15, Shelf 0, Box 1",,05/16/2013,EB-32,To Be Enveloped by Black,,,Duco on paper,,,Painting,23,,,,,,,,,,,,,,
2363,AT.P.0086,Anna,Gifted to Anna,"Rack 15, Shelf 0, Box 1",,05/16/2013,EB-33,To Be Enveloped by Black,,,Duco on paper,,,Painting,23,,,,,,,,,,,,,,
2364,AT.P.0087,Anna,Gifted to Anna,"Rack 15, Shelf 0, Box 1",,05/16/2013,EB-34,To Be Enveloped by Black,,,Duco on paper,,,Painting,23,,,,,,,,,,,,,,
2365,AT.P.0125,Anna,Gifted to Anna     ZKM,"Rack 9, Shelf 3",,05/23/2013,,Destruction Series II,,ca. 1989,wax and graphite on cardboard,,,Painting,32,40,,,,"remote:AT.P.125.jpg
size:3264,2448
JPEG:AT.P.125_8.jpg",,,,,,,,,
2366,AT.P.0145,Anna,Gifted to Anna,"Rack 10, Shelf 4, Stack 1",,05/23/2013,,Destruction Series II,,ca. 1989,Wax and graphite on cardboard,,,Painting,15,20,,,,"remote:AT.P.145.jpg
size:3264,2448
JPEG:AT.P.145_8.jpg",,,,,,,,,
2367,AT.P.0146,Anna,Gifted to Anna,"Rack 10, Shelf 4, Stack 1",,05/23/2013,,Destruction Series II,,ca. 1989,Wax and graphite on cardboard,,,Painting,15,20,,,,"remote:AT.P.146.jpg
size:3264,2448
JPEG:AT.P.146_8.jpg",,,,,,,,,
2368,AT.P.0147,Anna,Gifted to Anna,"Rack 10, Shelf 4, Stack 1",,05/23/2013,,Destruction Series II,,ca. 1989,Wax and graphite on cardboard,,,Painting,15,20,,,,"remote:AT.P.147.jpg
size:3264,2448
JPEG:AT.P.147_8.jpg",,,,,,,,,
2369,AT.P.0148,Anna,Gifted to Anna,"Rack 10, Shelf 4, Stack 1",,05/23/2013,,Destruction Series II,,ca. 1989,Wax and graphite on cardboard,,,Painting,15,20,,,,"remote:AT.P.148.jpg
size:3264,2448
JPEG:AT.P.148_8.jpg",,,,,,,,,
2370,AT.P.0156,Anna,Gifted to Anna,"Rack 10, Shelf 4, Stack 2",,05/23/2013,,Destruction Series,,ca. 1989,wax and graphite on paper,,,Painting,22,30,,,,"remote:AT.P.156.jpg
size:3264,2448
JPEG:AT.P.156_8.jpg",,,,,,,,,
2371,AT.P.0157,Anna,Gifted to Anna,"Rack 10, Shelf 4, Stack 2",,05/23/2013,,Destruction Series,,ca. 1989,wax and graphite on paper,,Broken,Painting,35,23,,,,"remote:AT.P.157.jpg
size:3264,2448
JPEG:AT.P.157_8.jpg",,,,,,,,,
2372,AT.P.0158,Anna,Gifted to Anna,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad paper,,,Painting,18,24,,,,"remote:AT.P.158.jpg
size:3264,2448
JPEG:AT.P.158_8.jpg",,,,,,,,,
2373,AT.P.0159,Anna,Gifted to Anna,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad paper,,,Painting,18,24,,,,"remote:AT.P.159.jpg
size:3264,2448
JPEG:AT.P.159_8.jpg",,,,,,,,,
2374,AT.P.0160,Anna,Gifted to Anna,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad paper,,,Painting,18,24,,,,"remote:AT.P.160.jpg
size:3264,2448
JPEG:AT.P.160_8.jpg",,,,,,,,,
2375,AT.P.0161,Anna,Gifted to Anna,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on crumbled sketchpad paper,,,Painting,18,24,,,,"remote:AT.P.161.jpg
size:3264,2448
JPEG:AT.P.161_8.jpg",,,,,,,,,
2376,AT.P.0225,Anna,Gifted to Anna,"Rack 11, Shelf 3",,06/06/2013,EB-225,To Be Enveloped by Black,,,Duco on paper,"Verso: ""2339""",,Painting,26,26,,,,"remote:AT.P.225.jpg
size:3264,2448
JPEG:AT.P.225_8.jpg",,,,,,,,,
2377,AT.P.0228,Anna,Gifted to Anna,"Rack 11, Shelf 3",,06/06/2013,EB-228,To Be Enveloped by Black,,,Duco on paper with sand.,"Verso: ""2345""",,Painting,26,26,,,,"remote:AT.P.228.jpg
size:3264,2448
JPEG:AT.P.228_8.jpg",,,,,,,,,
2378,AT.P.0230,Anna,Gifted to Anna,"Rack 11, Shelf 3",,06/06/2013,EB-230,To Be Enveloped by Black,,,Duco on paper with sand,"Recto: LR: ""Aldo Tambellini April 18/ 64""",,Painting,26,26,,,,"remote:AT.P.230.jpg
size:3264,2448
JPEG:AT.P.230_8.jpg",,,,,,,,,
2379,AT.P.0231,Anna,Gifted to Anna,"Rack 11, Shelf 3",,06/06/2013,EB-231,To Be Enveloped by Black,,,Duco on paper with sand,"Recto: LR: ""Aldo Tambellini April 19/ 64""",,Painting,26,26,,,,"remote:AT.P.231.jpg
size:3264,2448
JPEG:AT.P.231_8.jpg",,,,,,,,,
2380,AT.P.0232,Anna,Gifted to Anna,"Rack 11, Shelf 3",,06/06/2013,EB-232,To Be Enveloped by Black,,,Duco on paper with sand,"Recto: ""Aldo Tambellini April 18/ 64""",,Painting,26,26,,,,,,,,,,,,,
2381,AT.P.0251,Anna,"Gift to Anna, JCG","Rack 11, Shelf 3",,06/06/2013,EB-251,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: UL: ""2234""",,Painting,26,26,,,,"remote:AT.P.251.jpg
size:3264,2448
JPEG:AT.P.251_8.jpg",,,,,,,,,
2382,AT.P.0260,Anna,"Gift to Anna JC GALLERY 
paired wth 0264",,,06/06/2013,EB-264,To Be Enveloped by Black,,,,"Verso: LR: ""2422"" LL: arrow going down, R",,Painting,,,,,,"remote:AT.P.260.jpg
size:3264,2448
JPEG:AT.P.260_8.jpg",,,,,,,,,
2383,AT.P.0264 ,Anna,"Gifted to Anna, JCG
paierd with 0260","Rack 11, Shelf 3",,06/06/2013,EB-264,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: LR: ""2422"" LL: arrow going down, R",,Painting,26,26,,,,"remote:AT.P.264.jpg
size:3264,2448
JPEG:AT.P.264_8.jpg",,,,,,,,,
2384,AT.P.0332,Anna,Gift to Anna   ZKM Exhibit,Hanging,,06/20/2013,Eclipse,,,,Duco and enamel on canvas,"Verso: UC: ""Top ^""",,Painting,93,94,,,,"remote:AT.P.332.jpg
size:3264,2448
JPEG:AT.P.332_8.jpg",,,,,,,,,
2385,AT.P.1055,Anna,"Gifted to Anna ""VIII Sept 16"" on recto","Rack 15, Shelf 1",,12/08/2014,,,,1963,Duco on paper,,,Painting,20,20,,,,"remote:AT.P.1055.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1055_8.jpg",,,,,,,,,
2386,AT.P.1056,Anna,"Gifted to Anna ""VII Sept 16"" on recto","Rack 15, Shelf 1",,12/08/2014,,,,1963,Duco on paper,,,Painting,20,20,,,,"remote:AT.P.1056.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1056_8.jpg",,,,,,,,,
2387,AT.P.1057,Anna,"Gifted to Anna  ""VI Sept 16"" on recto","Rack 15, Shelf 1",,12/08/2014,,,,1963,Duco on paper,,,Painting,20,20,,,,"remote:AT.P.1057.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1057_8.jpg",,,,,,,,,
2388,AT.P.1064,Anna,"Gifted to Anna   ""I (B) A Tambellini August 12-'62"" on recto, ""2211"" on verso""","Rack 15, Shelf 1",,12/09/2014,,,,1962,Duco and sand on paper,A Tambellini,,Painting,26,20,,,,"remote:AT.P.1064.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1064_8.jpg",,,,,,,,,
2389,AT.P.1065,Anna,"Gifted to Anna ""III (B) A Tambellini August 12-'62"" on recto, ""2213"" on verso""","Rack 15, Shelf 1",,12/09/2014,,,,1962,Duco and sand on paper,A Tambellini,,Painting,26,20,,,,"remote:AT.P.1065.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1065_8.jpg",,,,,,,,,
2390,AT.P.1066,Anna,"Gifted to Anna  ""V (B) A Tambellini August 12'62"" on recto, ""2217"" on verso""","Rack 15, Shelf 1",,12/09/2014,,,,1962,Duco and sand on paper,A Tambellini,,Painting,26,20,,,,"remote:AT.P.1066.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1066_8.jpg",,,,,,,,,
2391,AT.P.1067,Anna,"Gifted to Anna   ""VI (B) A Tambellini August 12-62"" on recto, ""2216"" on verso""","Rack 15, Shelf 1",,12/09/2014,,,,1962,"Duco, Gouache and sand on paper",A Tambellini,,Painting,26,20,,,,"remote:AT.P.1067.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1067_8.jpg",,,,,,,,,
2392,AT.P.1068,Anna,"""Gifted to Anna   ""A Tambellini August 12-'62"" on recto, ""2191"" on verso""","Rack 15, Shelf 1",,12/09/2014,,,,1962,Duco and sand on paper,A Tambellini,,Painting,26,20,,,,"remote:AT.P.1068.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1068_8.jpg",,,,,,,,,
2393,AT.P.1069,Anna,"Gifted to Anna   ""A Tambellini Aug-12-'62"" on recto, ""2215"" on verso""","Rack 15, Shelf 1",,12/09/2014,,,,1962,Acrylic on paper,A Tambellini,,Painting,26,20,,,,"remote:AT.P.1069.jpg
size:3264,4928
DPI:300
JPEG:AT.P.1069_8.jpg",,,,,,,,,
2394,AT.P.1116,Anna,"Gifted to Anna  ""I AT 63"" on recto

","Rack 15, Shelf 3",,12/09/2014,,,,1963,Duco on paper,AT,,Painting,19,19,,,,"remote:AT.P.1116.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1116_8.jpg",,,,,,,,,
