index,item_id,source,notes,location,value,inventory_date,title,series,type,date_year,medium,signatures_and_writing,condition,category,height,width,depth,size_note,dimensions,file1,file2,file3,file4,file5,url1,url2,url3,url4,url5
119,AT.P.0166,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,18,24,,,,"remote:AT.P.166.jpg
size:3264,2448
JPEG:AT.P.166_8.jpg",,,,,,,,,
120,AT.P.0167,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,18,24,,,,"remote:AT.P.167.jpg
size:3264,2448
JPEG:AT.P.167_8.jpg",,,,,,,,,
121,AT.P.0168,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,18,24,,,,"remote:AT.P.168.jpg
size:3264,2448
JPEG:AT.P.168_8.jpg",,,,,,,,,
122,AT.P.0169,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,"Verso: UR: ""Dec 13 / 88""",,Painting,18,24,,,,"remote:AT.P.169.jpg
size:3264,2448
JPEG:AT.P.169_8.jpg",,,,,,,,,
123,AT.P.0170,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,The Screw 1,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,,"remote:AT.P.170.jpg
size:2448,3264
JPEG:AT.P.170_8.jpg",,,,,,,,,
124,AT.P.0171,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,The Screw 2,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,,"remote:AT.P.171.jpg
size:2448,3264
JPEG:AT.P.171_8.jpg",,,,,,,,,
125,AT.P.0172,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchbook pad cover,,,Painting,24,18,,,,"remote:AT.P.172.jpg
size:3264,2448
JPEG:AT.P.172_8.jpg",,,,,,,,,
126,AT.P.0173,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchbook pad cover,,,Painting,24,18,,,,"remote:AT.P.173.jpg
size:3264,2448
JPEG:AT.P.173_8.jpg",,,,,,,,,
127,AT.P.0174,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,,"remote:AT.P.174.jpg
size:3264,2448
JPEG:AT.P.174_8.jpg",,,,,,,,,
128,AT.P.0175,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on  sketchpad paper,,,Painting,24,18,,,,"remote:AT.P.175.jpg
size:3264,2448
JPEG:AT.P.175_8.jpg",,,,,,,,,
129,AT.P.0176,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on crumbled sketchpad paper,,,Painting,24,18,,,,"remote:AT.P.176.jpg
size:3264,2448
JPEG:AT.P.176_8.jpg",,,,,,,,,
130,AT.P.0177,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back,,,Painting,24,18,,,,"remote:AT.P.177.jpg
size:3264,2448
JPEG:AT.P.177_8.jpg",,,,,,,,,
131,AT.P.0178,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back,,,Painting,24,18,,,,"remote:AT.P.178.jpg
size:3264,2448
JPEG:AT.P.178_8.jpg",,,,,,,,,
132,AT.P.0179,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,24,18,,,,"remote:AT.P.179.jpg
size:3264,2448
JPEG:AT.P.179_8.jpg",,,,,,,,,
133,AT.P.0180,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,24,18,,,,"remote:AT.P.180.jpg
size:3264,2448
JPEG:AT.P.180_8.jpg",,,,,,,,,
134,AT.P.0181,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,11,14,,,,"remote:AT.P.181.jpg
size:3264,2448
JPEG:AT.P.181_8.jpg",,,,,,,,,
135,AT.P.0182,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad cardboard back with spiral,,,Painting,11,14,,,,"remote:AT.P.182.jpg
size:3264,2448
JPEG:AT.P.182_8.jpg",,,,,,,,,
136,AT.P.0183,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad paper,,,Painting,14,17,,,,"remote:AT.P.183.jpg
size:3264,2448
JPEG:AT.P.183_8.jpg",,,,,,,,,
137,AT.P.0184,Aldo foundation,,"Rack 10, Shelf 3, Stack 1",,05/23/2013,,Sketchpad Destruction,,ca. 1988,Wax and graphite on sketchpad paper glued on sketchpad cardboard backing with wire spiral,,,Painting,14,17,,,,"remote:AT.P.184.jpg
size:3264,2448
JPEG:AT.P.184_8.jpg",,,,,,,,,
138,AT.P.0185,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,24,,,,"remote:AT.P.185.jpg
size:3264,2448
JPEG:AT.P.185_8.jpg",,,,,,,,,
139,AT.P.0186,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,24,,,,"remote:AT.P.186.jpg
size:3264,2448
JPEG:AT.P.186_8.jpg",,,,,,,,,
140,AT.P.0187,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,24,,,,"remote:AT.P.187.jpg
size:3264,2448
JPEG:AT.P.187_8.jpg",,,,,,,,,
141,AT.P.0188,Aldo foundation,,"Rack 10, Shelf 3, Stack 2",,05/23/2013,,Destruction Series II,,ca. 1988,wax and graphite on paper,,,Painting,18,24,,,,"remote:AT.P.188.jpg
size:3264,2448
JPEG:AT.P.188_8.jpg",,,,,,,,,
142,AT.P.0189,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper. Verso: Pen and pencil,,,Painting,18,24,,,,"remote:AT.P.189.jpg
size:3264,2448
JPEG:AT.P.189_8.jpg","remote:AT.P.189b.jpg
size:3264,2448
JPEG:AT.P.189b_8.jpg",,,,,,,,
143,AT.P.0190,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,18,25,,,,"remote:AT.P.190.jpg
size:3264,2448
JPEG:AT.P.190_8.jpg",,,,,,,,,
144,AT.P.0191,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,19,25,,,,"remote:AT.P.191.jpg
size:3264,2448
JPEG:AT.P.191_8.jpg",,,,,,,,,
145,AT.P.0192,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco and graphite on paper,"Verso: UL: ""2353""",Tear in the LL,Painting,22,35,,,,"remote:AT.P.192.jpg
size:3264,2448
JPEG:AT.P.192_8.jpg",,,,,,,,,
146,AT.P.0193,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco and graphite on paper,"Verso: UL"" ""2360""",,Painting,23,35,,,,"remote:AT.P.193.jpg
size:3264,2448
JPEG:AT.P.193_8.jpg",,,,,,,,,
147,AT.P.0195,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco and graphite on paper,"Verso UL: ""2359""",,Painting,23,35,,,,"remote:AT.P.195.jpg
size:3264,2448
JPEG:AT.P.195_8.jpg",,,,,,,,,
148,AT.P.0196,Aldo foundation,this is not 2334,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco and graphite on paper,"Verso:UL:  ""2334""",,Painting,23,35,,,,"remote:AT.P.196.jpg
size:3264,2448
JPEG:AT.P.196_8.jpg",,,,,,,,,
149,AT.P.0197,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2366""",,Painting,23,35,,,,"remote:AT.P.197.jpg
size:3264,2448
JPEG:AT.P.197_8.jpg",,,,,,,,,
150,AT.P.0198,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2347""",,Painting,23,35,,,,"remote:AT.P.198.jpg
size:3264,2448
JPEG:AT.P.198_8.jpg",,,,,,,,,
151,AT.P.0199,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2337""",,Painting,35,23,,,,"remote:AT.P.199.jpg
size:3264,2448
JPEG:AT.P.199_8.jpg",,,,,,,,,
152,AT.P.0200,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2363""",,Painting,23,35,,,,"remote:AT.P.200.jpg
size:3264,2448
JPEG:AT.P.200_8.jpg",,,,,,,,,
153,AT.P.0201,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2362""",,Painting,11,35,,,,"remote:AT.P.201.jpg
size:3264,2448
JPEG:AT.P.201_8.jpg",,,,,,,,,
154,AT.P.0202,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,23,35,,,,"remote:AT.P.202.jpg
size:3264,2448
JPEG:AT.P.202_8.jpg",,,,,,,,,
155,AT.P.0203,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2243""",,Painting,36,24,,,,"remote:AT.P.203.jpg
size:2448,3264
JPEG:AT.P.203_8.jpg",,,,,,,,,
156,AT.P.0204,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,22,35,,,,"remote:AT.P.204.jpg
size:3264,2448
JPEG:AT.P.204_8.jpg",,,,,,,,,
157,AT.P.0205,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,23,35,,,,"remote:AT.P.205.jpg
size:3264,2448
JPEG:AT.P.205_8.jpg",,,,,,,,,
158,AT.P.0206,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,23,35,,,,"remote:AT.P.206.jpg
size:3264,2448
JPEG:AT.P.206_8.jpg",,,,,,,,,
159,AT.P.0207,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2358""",,Painting,23,35,,,,"remote:AT.P.207.jpg
size:3264,2448
JPEG:AT.P.207_8.jpg",,,,,,,,,
160,AT.P.0208,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2454""",,Painting,22,35,,,,"remote:AT.P.208.jpg
size:3264,2448
JPEG:AT.P.208_8.jpg",,,,,,,,,
161,AT.P.0209,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2361""",,Painting,23,35,,,,"remote:AT.P.209.jpg
size:3264,2448
JPEG:AT.P.209_8.jpg",,,,,,,,,
162,AT.P.0210,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknwon,,n.d.,Duco on paper,"Verso: UL: ""2377""",,Painting,23,35,,,,"remote:AT.P.210.jpg
size:3264,2448
JPEG:AT.P.210_8.jpg",,,,,,,,,
163,AT.P.0211,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2378""",,Painting,23,35,,,,"remote:AT.P.211.jpg
size:3264,2448
JPEG:AT.P.211_8.jpg",,,,,,,,,
164,AT.P.0212,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2373""",,Painting,23,35,,,,"remote:AT.P.212.jpg
size:3264,2448
JPEG:AT.P.212_8.jpg",,,,,,,,,
165,AT.P.0214,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper with white acrylic,"Verso: UL: ""2365""",Small tear CR edge,Painting,22,35,,,,"remote:AT.P.214.jpg
size:3264,2448
JPEG:AT.P.214_8.jpg",,,,,,,,,
166,AT.P.0215,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,"Verso: UL: ""2359""",Small tear CB edge,Painting,22,35,,,,"remote:AT.P.215.jpg
size:3264,2448
JPEG:AT.P.215_8.jpg",,,,,,,,,
167,AT.P.0216,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,22,35,,,,"remote:AT.P.216.jpg
size:3264,2448
JPEG:AT.P.216_8.jpg",,,,,,,,,
168,AT.P.0217,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,23,35,,,,"remote:AT.P.217.jpg
size:3264,2448
JPEG:AT.P.217_8.jpg",,,,,,,,,
169,AT.P.0218,Aldo foundation,,"Rack 11, Shelf 2",,06/06/2013,,Unknown,,n.d.,Duco on paper,,,Painting,23,35,,,,"remote:AT.P.218.jpg
size:3264,2448
JPEG:AT.P.218_8.jpg",,,,,,,,,
170,AT.P.0219,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-219,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,,"remote:AT.P.219.jpg
size:3264,2448
JPEG:AT.P.219_8.jpg",,,,,,,,,
171,AT.P.0220,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-220,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,,"remote:AT.P.220.jpg
size:3264,2448
JPEG:AT.P.220_8.jpg",,,,,,,,,
172,AT.P.0221,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-221,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,,"remote:AT.P.221.jpg
size:3264,2448
JPEG:AT.P.221_8.jpg",,,,,,,,,
173,AT.P.0224,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-224,To Be Enveloped by Black,,,Duco on paper,,,Painting,26,26,,,,"remote:AT.P.224.jpg
size:3264,2448
JPEG:AT.P.224_8.jpg",,,,,,,,,
174,AT.P.0234,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-234,To Be Enveloped by Black,,,Duco on paper with sand,"Verso: UL: ""2209""",,Painting,26,26,,,,"remote:AT.P.234.jpg
size:3264,2448
JPEG:AT.P.234_8.jpg",,,,,,,,,
175,AT.P.0235,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-235,To Be Enveloped by Black,,,Duco on paper with sand,"Recto: LR: ""Aldo Tambellini April 18/ 64""",,Painting,26,26,,,,"remote:AT.P.235.jpg
size:3264,2448
JPEG:AT.P.235_8.jpg",,,,,,,,,
176,AT.P.0236,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-236,To Be Enveloped by Black,,,Duco on paper with sand,"Verso: UL: ""2248""",,Painting,26,26,,,,"remote:AT.P.236.jpg
size:3264,2448
JPEG:AT.P.236_8.jpg",,,,,,,,,
177,AT.P.0237,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-237,To Be Enveloped by Black,,,Duco on paper with sand,"Verso: UL: ""2243""",,Painting,26,26,,,,"remote:AT.P.237.jpg
size:3264,2448
JPEG:AT.P.237_8.jpg",,,,,,,,,
178,AT.P.0238,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-238,To Be Enveloped by Black,,,Duco on paper with sand,"Verso: LL: ""1690""",,Painting,26,26,,,,"remote:AT.P.238.jpg
size:3264,2448
JPEG:AT.P.238_8.jpg",,,,,,,,,
179,AT.P.0239 ,Aldo foundation,Left = AT.P.239A / Right = AT.P.240B,"Rack 11, Shelf 3",,06/06/2013,EB-240B,To Be Enveloped by Black,,,Silver and black on paper with sand.,"Verso: UL: ""2430""",,Painting,26,26,,,,"remote:AT.P.239.jpg
size:3264,2448
JPEG:AT.P.239_8.jpg",,,,,,,,,
180,AT.P.0240b,Aldo foundation,Left = AT.P.239A / Right = AT.P.240B,"Rack11, Shelf 3",,06/06/2013,EB-239A,To Be Enveloped by Black,,,Silver and black on paper with sand.,"Verso: UL: ""2430""",,Painting,26,26,,,,"remote:AT.P.240 (1).jpg
size:3264,2448
JPEG:AT.P.240 (1)_8.jpg",,,,,,,,,
181,AT.P.0241,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-241,To Be Enveloped by Black,,,Black duco on paper with sand.,"Verso: UR: ""2457""",,Painting,26,26,,,,"remote:AT.P.241.jpg
size:3264,2448
JPEG:AT.P.241_8.jpg",,,,,,,,,
182,AT.P.0242,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-242,To Be Enveloped by Black,,,Red acrylic with black on paper with sand.,,,Painting,26,26,,,,"remote:AT.P.242.jpg
size:3264,2448
JPEG:AT.P.242_8.jpg",,,,,,,,,
183,AT.P.0243,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-243,To Be Enveloped by Black,,,Duco on paper with sand.,"Verso: UR: ""2210""",,Painting,26,26,,,,"remote:AT.P.243.jpg
size:3264,2448
JPEG:AT.P.243_8.jpg",,,,,,,,,
184,AT.P.0244,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-244,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: LL: ""2454""",,Painting,26,26,,,,"remote:AT.P.244.jpg
size:3264,2448
JPEG:AT.P.244_8.jpg",,,,,,,,,
185,AT.P.0245,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-245,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: UR: ""2453""",,Painting,26,26,,,,"remote:AT.P.245.jpg
size:3264,2448
JPEG:AT.P.245_8.jpg",,,,,,,,,
186,AT.P.0246,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-246,To Be Enveloped by Black,,,White acrylic and duco on paper with sand.,"Verso: UL: ""2206""",,Painting,26,26,,,,"remote:AT.P.246.jpg
size:3264,2448
JPEG:AT.P.246_8.jpg",,,,,,,,,
187,AT.P.0247,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-247,To Be Enveloped by Black,,1964,Black duco on paper with sand.,"Verso: LL: ""1964"" UL: ""2241""",,Painting,26,26,,,,"remote:AT.P.247.jpg
size:3264,2448
JPEG:AT.P.247_8.jpg",,,,,,,,,
188,AT.P.0248,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-248,To Be Enveloped by Black,,7/5/1964,Silver and black duco on paper with sand.,"Verso: LL: ""AT, arrow, Botton, R, 2436""",,Painting,26,26,,,,"remote:AT.P.248.jpg
size:3264,2448
JPEG:AT.P.248_8.jpg",,,,,,,,,
189,AT.P.0249,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-249,To Be Enveloped by Black,,,Black duco on paper with sand.,"Verso: UL: ""2235"" LL: arrow going down",,Painting,26,26,,,,"remote:AT.P.249.jpg
size:3264,2448
JPEG:AT.P.249_8.jpg",,,,,,,,,
190,AT.P.0252,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-252,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: UL: ""2251""",,Painting,26,26,,,,"remote:AT.P.252.jpg
size:3264,2448
JPEG:AT.P.252_8.jpg",,,,,,,,,
191,AT.P.0253,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-253,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso:LL: ""July 5 /64"" /  UL: ""2416"" MC: arrow going down",,Painting,26,26,,,,"remote:AT.P.253.jpg
size:3264,2448
JPEG:AT.P.253_8.jpg",,,,,,,,,
192,AT.P.0255,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-255,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: UL: ""2250""",,Painting,26,26,,,,"remote:AT.P.255.jpg
size:3264,2448
JPEG:AT.P.255_8.jpg",,,,,,,,,
193,AT.P.0256,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-256,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: UL: ""2246""",,Painting,26,26,,,,"remote:AT.P.256.jpg
size:3264,2448
JPEG:AT.P.256_8.jpg",,,,,,,,,
194,AT.P.0257,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-257,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: UL: ""2245""",,Painting,26,26,,,,"remote:AT.P.257.jpg
size:3264,2448
JPEG:AT.P.257_8.jpg",,,,,,,,,
195,AT.P.0258,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-258,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,"Verso: UL: ""2423"" LL: arrow going down",,Painting,26,26,,,,"remote:AT.P.258.jpg
size:3264,2448
JPEG:AT.P.258_8.jpg",,,,,,,,,
196,AT.P.0261,Aldo foundation,,"Rack 11, Shelf 3",,06/06/2013,EB-261,To Be Enveloped by Black,,,Silver and black duco on paper with sand.,Verso: LL: Arrow going down,MR: Rip,Painting,26,26,,,,"remote:AT.P.261.jpg
size:3264,2448
JPEG:AT.P.261_8.jpg",,,,,,,,,
197,AT.P.0262,Aldo foundation,paired with 0263,"Rack 11, Shelf 3",,06/06/2013,EB-263B,To Be Enveloped by Black,,,Silver and black duco on paper with sand,"Verso: UL: ""2425"" LL: arrow going down, L in a circle",,Painting,26,26,,,,"remote:AT.P.262.jpg
size:3264,2448
JPEG:AT.P.262_8.jpg",,,,,,,,,
198,AT.P.0263,Aldo foundation,paired with 0262,"Rack 11, Shelf 3",,06/06/2013,EB-262A,To Be Enveloped by Black,,,Silver and black duco on paper with sand,"Verso: UR: ""2425"" LL: arrow going down, R in a circle",,Painting,26,26,,,,"remote:AT.P.263.jpg
size:3264,2448
JPEG:AT.P.263_8.jpg",,,,,,,,,
199,AT.P.0265,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,18,23,,,,"remote:AT.P.265.jpg
size:3264,2448
JPEG:AT.P.265_8.jpg",,,,,,,,,
200,AT.P.0266,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,18,21,,,,"remote:AT.P.266.jpg
size:3264,2448
JPEG:AT.P.266_8.jpg",,,,,,,,,
201,AT.P.0267,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,18,24,,,,"remote:AT.P.267.jpg
size:3264,2448
JPEG:AT.P.267_8.jpg",,,,,,,,,
202,AT.P.0268,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,18,22,,,,"remote:AT.P.268.jpg
size:3264,2448
JPEG:AT.P.268_8.jpg",,,,,,,,,
203,AT.P.0269,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,18,22,,,,"remote:AT.P.269.jpg
size:3264,2448
JPEG:AT.P.269_8.jpg",,,,,,,,,
204,AT.P.0270,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,17,23,,,,"remote:AT.P.270.jpg
size:3264,2448
JPEG:AT.P.270_8.jpg",,,,,,,,,
205,AT.P.0271,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,17,22,,,,"remote:AT.P.271.jpg
size:3264,2448
JPEG:AT.P.271_8.jpg",,,,,,,,,
206,AT.P.0272,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,UL is torn,Painting,18,23,,,,"remote:AT.P.272.jpg
size:3264,2448
JPEG:AT.P.272_8.jpg",,,,,,,,,
207,AT.P.0273,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,18,23,,,,"remote:AT.P.273.jpg
size:3264,2448
JPEG:AT.P.273_8.jpg",,,,,,,,,
208,AT.P.0274,Aldo foundation,,"Rack 10, Shelf 2, Pile 1",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,17,22,,,,"remote:AT.P.274.jpg
size:3264,2448
JPEG:AT.P.274_8.jpg",,,,,,,,,
209,AT.P.0275,Aldo foundation,,"Rack 10, Shelf 2, Pile 2",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,12,17,,,,"remote:AT.P.275.jpg
size:3264,2448
JPEG:AT.P.275_8.jpg",,,,,,,,,
210,AT.P.0276,Aldo foundation,,"Rack 10, Shelf 2, Pile 2",,06/13/2013,,Destruction III,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,,,Painting,12,18,,,,"remote:AT.P.276.jpg
size:3264,2448
JPEG:AT.P.276_8.jpg",,,,,,,,,
211,AT.P.0277,Aldo foundation,,"Rack 10, Shelf 2, Pile 2",,06/13/2013,Verso Destruction I,Verso Destruction,,ca. 1988,Acrylic on washed sketchpad paperwith oil stick?,"Verso: LR: ""Nov 12 88 ""1""-  in a circle""",,Painting,14,16,,,,"remote:AT.P.277.jpg
size:3264,2448
JPEG:AT.P.277_8.jpg","remote:AT.P.277b.jpg
size:3264,2448
JPEG:AT.P.277b_8.jpg",,,,,,,,
212,AT.P.0278,Aldo foundation,,"Rack 10, Shelf 2, Pile 2",,06/13/2013,Verso Destruction II,Verso Destruction,,ca. 1988,Acrylic on washed sketchpad paper with oil stick?,"Verso: LL: ""2"" in a circle/ LR: ""2"" in a circle",,Painting,13,16,,,,"remote:AT.P.278.jpg
size:3264,2448
JPEG:AT.P.278_8.jpg","remote:AT.P.278b.jpg
size:3264,2448
JPEG:AT.P.278b_8.jpg",,,,,,,,
